Description,Selection Return 01/04/1999 - 01/29/1999,Selection Return 02/01/1999 - 02/26/1999,Selection Return 03/01/1999 - 03/31/1999,Selection Return 04/01/1999 - 04/30/1999,Selection Return 05/03/1999 - 05/28/1999,Selection Return 06/01/1999 - 06/30/1999,Selection Return 07/01/1999 - 07/30/1999,Selection Return 08/02/1999 - 08/31/1999,Selection Return 09/01/1999 - 09/30/1999,Selection Return 10/01/1999 - 10/29/1999,Selection Return 11/01/1999 - 11/30/1999,Selection Return 12/01/1999 - 12/31/1999,Selection Return 01/03/2000 - 01/31/2000,Selection Return 02/01/2000 - 02/29/2000,Selection Return 03/01/2000 - 03/31/2000,Selection Return 04/03/2000 - 04/28/2000,Selection Return 05/01/2000 - 05/31/2000,Selection Return 06/01/2000 - 06/30/2000,Selection Return 07/03/2000 - 07/31/2000,Selection Return 08/01/2000 - 08/31/2000,Selection Return 09/01/2000 - 09/29/2000,Selection Return 10/02/2000 - 10/31/2000,Selection Return 11/01/2000 - 11/30/2000,Selection Return 12/01/2000 - 12/29/2000,Selection Return 01/02/2001 - 01/31/2001,Selection Return 02/01/2001 - 02/28/2001,Selection Return 03/01/2001 - 03/30/2001,Selection Return 04/02/2001 - 04/30/2001,Selection Return 05/01/2001 - 05/31/2001,Selection Return 06/01/2001 - 06/29/2001,Selection Return 07/02/2001 - 07/31/2001,Selection Return 08/01/2001 - 08/31/2001,Selection Return 09/04/2001 - 09/28/2001,Selection Return 10/01/2001 - 10/31/2001,Selection Return 11/01/2001 - 11/30/2001,Selection Return 12/03/2001 - 12/31/2001,Selection Return 01/02/2002 - 01/31/2002,Selection Return 02/01/2002 - 02/28/2002,Selection Return 03/01/2002 - 03/28/2002,Selection Return 04/01/2002 - 04/30/2002,Selection Return 05/01/2002 - 05/31/2002,Selection Return 06/03/2002 - 06/28/2002,Selection Return 07/01/2002 - 07/31/2002,Selection Return 08/01/2002 - 08/30/2002,Selection Return 09/03/2002 - 09/30/2002,Selection Return 10/01/2002 - 10/31/2002,Selection Return 11/01/2002 - 11/29/2002,Selection Return 12/02/2002 - 12/31/2002,Selection Return 01/02/2003 - 01/31/2003,Selection Return 02/03/2003 - 02/28/2003,Selection Return 03/03/2003 - 03/31/2003,Selection Return 04/01/2003 - 04/30/2003,Selection Return 05/01/2003 - 05/30/2003,Selection Return 06/02/2003 - 06/30/2003,Selection Return 07/01/2003 - 07/31/2003,Selection Return 08/01/2003 - 08/29/2003,Selection Return 09/02/2003 - 09/30/2003,Selection Return 10/01/2003 - 10/31/2003,Selection Return 11/03/2003 - 11/28/2003,Selection Return 12/01/2003 - 12/31/2003,Selection Return 01/02/2004 - 01/30/2004,Selection Return 02/02/2004 - 02/27/2004,Selection Return 03/01/2004 - 03/31/2004,Selection Return 04/01/2004 - 04/30/2004,Selection Return 05/03/2004 - 05/28/2004,Selection Return 06/01/2004 - 06/30/2004,Selection Return 07/01/2004 - 07/30/2004,Selection Return 08/02/2004 - 08/31/2004,Selection Return 09/01/2004 - 09/30/2004,Selection Return 10/01/2004 - 10/29/2004,Selection Return 11/01/2004 - 11/30/2004,Selection Return 12/01/2004 - 12/31/2004,Selection Return 01/03/2005 - 01/31/2005,Selection Return 02/01/2005 - 02/28/2005,Selection Return 03/01/2005 - 03/31/2005,Selection Return 04/01/2005 - 04/29/2005,Selection Return 05/02/2005 - 05/31/2005,Selection Return 06/01/2005 - 06/30/2005,Selection Return 07/01/2005 - 07/29/2005,Selection Return 08/01/2005 - 08/31/2005,Selection Return 09/01/2005 - 09/30/2005,Selection Return 10/03/2005 - 10/31/2005,Selection Return 11/01/2005 - 11/30/2005,Selection Return 12/01/2005 - 12/30/2005,Selection Return 01/03/2006 - 01/31/2006,Selection Return 02/01/2006 - 02/28/2006,Selection Return 03/01/2006 - 03/31/2006,Selection Return 04/03/2006 - 04/28/2006,Selection Return 05/01/2006 - 05/31/2006,Selection Return 06/01/2006 - 06/30/2006,Selection Return 07/03/2006 - 07/31/2006,Selection Return 08/01/2006 - 08/31/2006,Selection Return 09/01/2006 - 09/29/2006,Selection Return 10/02/2006 - 10/31/2006,Selection Return 11/01/2006 - 11/30/2006,Selection Return 12/01/2006 - 12/29/2006,Selection Return 01/03/2007 - 01/31/2007,Selection Return 02/01/2007 - 02/28/2007,Selection Return 03/01/2007 - 03/30/2007,Selection Return 04/02/2007 - 04/30/2007,Selection Return 05/01/2007 - 05/31/2007,Selection Return 06/01/2007 - 06/29/2007,Selection Return 07/02/2007 - 07/31/2007,Selection Return 08/01/2007 - 08/31/2007,Selection Return 09/04/2007 - 09/28/2007,Selection Return 10/01/2007 - 10/31/2007,Selection Return 11/01/2007 - 11/30/2007,Selection Return 12/03/2007 - 12/31/2007,Selection Return 01/02/2008 - 01/31/2008,Selection Return 02/01/2008 - 02/29/2008,Selection Return 03/03/2008 - 03/31/2008,Selection Return 04/01/2008 - 04/30/2008,Selection Return 05/01/2008 - 05/30/2008,Selection Return 06/02/2008 - 06/30/2008,Selection Return 07/01/2008 - 07/31/2008,Selection Return 08/01/2008 - 08/29/2008,Selection Return 09/02/2008 - 09/30/2008,Selection Return 10/01/2008 - 10/31/2008,Selection Return 11/03/2008 - 11/28/2008,Selection Return 12/01/2008 - 12/31/2008,Selection Return 01/02/2009 - 01/30/2009,Selection Return 02/02/2009 - 02/27/2009,Selection Return 03/02/2009 - 03/31/2009,Selection Return 04/01/2009 - 04/30/2009,Selection Return 05/01/2009 - 05/29/2009,Selection Return 06/01/2009 - 06/30/2009
Schwab Large-Cap Growth Inv,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.599547,0.045784,0.476277,-0.099891,-0.204419,-1.033653,-0.740137,0.000879,1.329385,-0.483512,0.662841,0.395672,-0.411307,0.181569,0.262462,-0.688875,0.619216,0.072298,0.323735,-1.118699,-0.68919,-0.346721,-0.163246,0.006979,0.176321,-0.272027,-0.94012,-0.21009,-2.45321,0.531094,1.278124,-0.342374,-0.647239,0.136422,-0.346187,0.185584,-0.359374,1.540148,1.075615,-2.255538,-2.26378,-1.645494,-0.702897,1.223223
Selected Special Shares S,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.800065,1.191299,-0.769667,0.907432,0.777105,0.610552,0.284634,-0.049202,-0.669404,-0.586934,0.07073,1.850045,0.385075,1.565084,-0.551781,-0.673697,0.384731,-0.510948,1.989323,-1.237115,1.268961,-1.678044,2.175824,-0.327843,1.000829,-0.134977,-0.645133,0.008693,1.308449,-1.809314,0.831361,-0.862418,-1.209929,-0.383091,-0.693197,0.389078,-0.67972,0.420497,-0.443638,1.114597,-0.166868,-0.041049,-1.22144,0.041177,0.221963,-0.17989,-0.084348,-1.218269,-0.827792,-0.190432,0.79286,-0.943833,0.481551,1.264736,0.71616,0.385207,-1.36725,-1.44764,-0.031598,2.019157,-1.919004,0.078952,1.450488,-1.373782,0.601901,-1.785701,-0.587483,1.260363,1.086009,0.397678,-0.441162,-1.445249,-1.556704,-2.405046,-0.849628,-0.682399,-2.323822,0.024679,-3.218586,0.488928,-3.034625,-1.39201,0.257299,0.566184,-1.142971,-0.396492,0.778277,2.623841,0.20613,-1.265228,-0.442561,2.699621,0.63607
Seligman Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.503186,-0.872938,-0.128,0.263771,-0.148324,0.021629,-0.064684,-0.170732,0.759658,-0.018339,0.115833,-0.333421,-0.27526,0.803724,1.875046,-0.353977,0.015804,0.303145,0.059852,0.180811,0.072679,-0.11853,-0.405559,0.640977,-0.688807,0.508011,0.701781,-0.421821,-0.383093,-0.35811,-0.158437,0.642318,-1.182486,-0.159066,-0.351149,0.151564,-1.130613,-0.088362,-0.456618,0.268966,0.366326,0.326218,3.027368,1.311606,-1.174929,-1.11892,-0.243865,-1.756778,0.36818,0.700158,1.775707,1.388305,4.158653,-2.927423,-3.476209,-2.196008,0.906248,-0.939932,-2.47649,-0.681069,0.78393,0.470537,-0.939281,-1.603214,-0.235844
Sentinel Capital Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.379147,-0.243825,0.113426,0.136441,0.920504,-0.193853,0.346793,0.441314,-0.744499,-1.236155,-0.623175,-0.357574,0.052267,-4.38821,-1.501162,-1.53708,0.529208,2.074583,-1.321806,-2.039757,-0.693462,0.519561,-0.015477,-1.760499,2.712786,-1.021313,-0.352295,-2.104408,0.035026,-0.916611,-0.470426,-0.144323,0.180717,0.812773,-1.443652,0.28615,-1.365508,-0.104123,-0.675285,-0.309552,-0.595234,0.145834,-0.97554,-0.425331,-1.021988,1.348342,-0.671222,-0.078156,0.566754,-0.51576,-0.204196,-0.134047,-1.083389,-0.089364,0.317134,-0.072559,0.959204,-0.661962,-1.465375,-0.444536,0.101916,-0.905283,0.040436,0.417089,-0.725952,0.696865,-1.102653,0.864694,-0.89535,1.043367,0.342382,1.972712,-1.520574,-0.42216,1.011003,-0.686246,0.924108,1.291411,-0.203614,1.175199,0.16748,-1.441619,-0.48247,-2.004795,-0.113656,1.758516,-0.644825,0.876265,-2.674434,-0.155555,-2.497011,-0.16751,-1.505431
Sentinel Growth Leaders A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.566491,-1.033345,0.719441,1.355443,0.497038,0.300904,3.508123,-0.04109,-2.229328,0.974518,-2.486521,0.095434,-0.875671,-5.583689,-1.521046,-1.77528,0.850803,2.682407,-2.452789,-2.210627,-0.868856,1.603881,0.010787,-2.047774,4.669712,0.067507,-1.817733,-3.103832,0.757394,-1.983607,-0.622603,1.931174,1.964181,-1.008949,-1.294114,-0.30839,-0.527286,-0.326267,-0.795329,-2.131713,-2.864805,0.817842,-0.639777,-1.213899,-0.495958,1.651036,0.691898,0.617839,-1.042837,-1.381107,-0.826891,-0.193495,0.241541,-0.321579,1.421507,0.224619,0.450921,-2.744197,-1.352642,0.484395,-0.266667,-0.176125,-0.321081,0.747491,-2.200347,1.329555,-1.373497,2.14698,-1.177885,1.731285,-0.093291,2.000383,0.223349,-0.559172,0.470343,-1.375224,1.083696,1.570516,0.715126,3.157571,1.055076,-1.854068,-1.426197,-3.121584,1.107149,1.63484,-0.487657,0.013348,-1.382609,-0.632618,-4.063701,-0.667651,-1.404377
Sit Large Cap Growth,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.272358,1.28465,-0.84011,-2.212913,-1.640474,0.339568,-0.999841,-0.444341,0.692562,-0.033493,0.220484,0.076238,0.040617,-0.952026,0.402204,0.014559,-0.133551,-0.288742,0.304178,-0.311792,-0.509479,-0.219591,-0.579064,-0.862821,-1.203847,-0.065122,0.245569,0.200428,1.069975,1.330518,-0.240981,0.263983,0.206941,-0.450381,-0.263654,1.53495,0.392522,0.005182,-0.270585,-0.162363,-0.546111,0.357801,0.66538,1.175963,-0.161569,0.141764,0.416991,0.294889,0.85866,-0.975332,0.321762,-0.054544,-1.311386,-0.162634,0.791627,-0.500858,0.273082,0.087669,-1.380652,-0.474623,0.285831,-0.036266,-0.503248,0.558363,-1.196089,0.524075,0.479346,0.633145,-0.103879,-0.481366,0.893554,1.226077,0.0426,-0.050141,0.491712,-0.001598,0.485617,0.551367,0.040449,0.853486,0.681002,-0.675694,-0.284482,-0.078634,0.034742,-0.873324,-1.365971,-0.331506,0.278909,-0.460372,-0.896782,0.772529,-1.244245
Smith Group Large Cap Core Gr I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.011947,0.09182,-0.762954,1.555279,-1.330398,-1.098898,1.325904,-1.92531,-0.952051,-1.465302,0.131975,0.478563,-1.606994,0.186979,0.274299,-1.647961,-2.474628,-1.484371,-0.909375,1.193091,-2.418593,-4.002275,-3.632265,-3.216527,-1.356594
Stratus Growth Inst,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.043699,-0.062571,0.136136,-0.557788,-0.398674,0.521862,-1.106118,0.00537,0.020549,-0.784193,-0.118056,0.276874,0.021752,-4.022271,-0.581937,-1.539872,0.457733,0.58257,0.498175,-1.176347,-0.192345,-0.62195,1.156602,-1.297527,1.91494,0.408641,-1.027739,-1.009072,0.479174,0.29865,0.908837,0.245136,0.586558,0.581379,-0.258093,1.376692,-1.467812,0.654224,-1.171836,0.57929,-0.322575,-0.482551,-0.533962,0.016325,-0.669757,0.529097,-0.312035,0.176891,-0.968133,-0.241349,-0.883306,-1.045655,0.210078,-0.86418,0.383845,-0.406781,0.046363,-1.404601,-0.786329,-0.427053,-1.138723,-1.117518,-0.115633,-0.173528,-0.807392,0.145513,-0.000098,0.406904,-0.664714,-0.455698,0.429717,0.640686,-0.143782,0.263162,0.853253,0.021833,0.495593,-0.62876,0.73841,-0.232353,-0.253376,0.186629,0.183644,-0.332449,0.355628,-0.681715,-0.074658,-0.360402,-0.549674,-0.124501,-0.792076,-0.232131,-0.454529
Summit Large Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.486455,-0.496011,-0.243094,-0.362959,-0.119193,-0.571148,-0.410164,0.587667,0.081083,-0.833645,0.72985,-0.534534,-0.821774,0.692305,1.125878,-0.343253,-0.37814,0.890546,0.267427,0.168761,-0.367385,-0.256303,-1.221199,-1.380068,0.314184,0.327894,0.13271,0.373359,-0.678658,-0.734202
SunAmerica Blue Chip Growth B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.85682,1.352867,-1.21205,-2.389962,-0.04153,-0.202145,-0.442675,-0.105685,0.001612,-0.672315,-0.506405,0.624439,-0.975468,-0.73934,-1.755194,0.148267,0.395282,-0.741204,-0.364617,-1.398128,-0.728244,-0.221676,-0.704044,-1.272511,1.618073,-1.106552,-0.570933,-1.039115,-0.091381,-0.716258,-0.129925,-0.716678,0.241911,0.118935,-0.256993,0.462391,-0.48012,-0.634745,-0.688788,-0.052292,-0.976185,-0.081663,-0.613351,0.154022,-0.963422,-0.079783,-0.257885,-0.195492,-0.361064,-0.146025,-0.696824,-0.015843,-0.945789,-0.421108,-0.430826,-0.049208,-0.667745,0.258881,-0.295265,-0.347909,-0.753439,-0.691799,-0.307766,0.153954,-0.164403,0.174678,0.140041,-0.073301,0.262148,-0.372996,0.015096,1.037243,-0.787751,0.843539,-0.455011,-0.638428,-0.379685,-0.348658,0.468243,-0.516763,0.225073,0.229291,0.373562,-0.318877,-0.43741,-1.592741,-1.319577,1.151035,0.781228,0.157391,-0.565396,-1.166642,0.127758
SunAmerica Disciplined Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.154467,0.600886,0.111978,-1.461577,-0.277675,0.10055,-1.520657,0.549852,0.334179,-0.677129,0.655638,-0.234739,-0.893845,-0.401024,0.254415,-0.542189,0.386357,-0.158489,-0.226547,-0.71846,-0.660686,-0.120737,-0.013975,-0.248428,0.240438,-0.047842,-0.051296,-0.433609,-0.15389,0.09017,-0.040615,-0.198549,0.078982,-0.089573,0.404581,-1.5145,-1.229591,-2.717666,-0.582429,-0.350724,-1.614466,1.105607,1.065743,-0.345019,-2.696117,-2.130621,-1.762345,-2.211731,1.023332,-1.479381,0.242876,8.788137,-4.539836,0.836603,2.065259,0.162831,-0.312155,-1.363384,-1.562477,-1.457437,-2.988943,0.547778,-0.969894,0.71803,-1.236698,-0.323448,-1.929422,-0.194525,-0.77076,-0.228534,6.836335,1.366176,1.094634,-2.404804,0.286501,-3.145988,-0.470976,-3.064075,1.336261,2.341672,-0.382576,-5.924942,-1.771685,-4.968193,2.069269,2.11158,-2.746471,0.164317,-1.720536,-2.303322,-3.248501,-3.01643,1.48776
SunAmerica Focused Gr A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.010716,1.765083,-1.416297,-0.617174,-1.4145,-0.817227,0.298269,4.863078,0.719316,-2.55546,-1.591944,2.445696,0.096416,-5.539472,-1.542003,-0.702712,-0.092598,0.499276,-0.223254,0.423548,1.774381,0.340787,1.050476,-1.635781,1.47837,-1.40618,0.188487,-0.053916,-0.452621,-1.576106,-0.221486,1.844719,1.160503,-0.860484,-0.402425,0.743635,2.363011,2.024702,0.183446,1.587753,1.160023,1.083176,0.854814,2.443533,-0.77939,-4.181203,-0.116964,0.832183,3.004835,-1.799163,0.83825,-0.665616,-0.050155,0.799188,-1.003148,-2.284774,-0.58135,-1.254283,-1.976189,2.759516,0.819926,-0.314751,-2.736357,0.176085,0.074945,-0.326727,-0.701327,1.606689,0.397344,0.7195,1.610492,0.16754,2.063659,0.132096,-0.231279,-2.409121,-1.777795,-0.139553,1.018363,-1.021016,-0.257836,-1.420427,-2.18167,-4.226765,5.313851,-1.751579,1.650532,-0.251614,0.980704,0.862727,-0.530313,-0.760403,0.633693
SunAmerica Focused Growth & Inc A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.211535,2.595139,-2.372288,-0.670421,0.094051,1.947669,1.879187,0.788751,0.305523,-0.051621,1.477453,-0.412346,-0.396058,-1.576908,-0.826174,1.257504,0.410564,1.299846,1.393098,1.295057,1.266953,-2.380392,-0.839197,-1.195496,-0.102079,1.121106,-1.482589,-2.496114,0.369612,0.813287,-0.312147,-0.810527,-1.860052,-1.268674,2.029968,-0.951238,-1.851698,0.590944,2.18127,-2.092373,-0.959264,0.965353,1.170147,-0.165777,-0.978194,-1.178356,0.282244,-0.264599,-0.849505,0.133808,0.14074,0.416468,-0.934901,0.396522,0.791735,-0.011158,0.651752,-0.350418,0.630635,0.13157,0.810156,1.150389,-0.052168,1.439932,-1.473065,-0.651432,-2.425737,0.102656,0.573179,2.322202,0.779857,1.052688,-3.130089,1.117086,-0.372763,-1.261054,-2.861191,-2.289274,0.871866,0.93091,-1.273224,2.463681,-1.287279,0.449055,-3.591128,0.202255,3.605581,0.643391,-1.363539,-0.803708,-5.163386,-0.377873,-1.659286
SunAmerica Focused Large Cap Gr A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.211528,1.917073,-1.879962,-0.803272,-1.283694,-1.337425,0.391129,1.710463,1.289441,-2.030776,0.908752,1.576471,-0.233315,-2.253261,-2.027569,1.827363,1.088898,0.127134,0.453395,0.583042,0.201303,0.044352,0.061388,-0.543037,0.663168,-1.068255,0.934367,-2.855682,0.342441,0.571706,-0.98036,0.247001,-1.572892,-1.326578,-1.028289,0.789054,-4.032781,0.194746,2.631316,-0.735567,-1.118764,0.261971,1.02477,0.24874,-2.483966,1.010473,0.689001,-0.919163,0.731972,1.002916,-0.685199,-1.349088,-2.542745,-0.372562,-1.286912,-2.402414,0.53373,-2.397246,-1.898145,-1.273067,-0.068758,1.498661,-0.357733,-0.022515,-2.283948,-0.948631,-1.61787,-2.050394,-1.466857,0.819336,1.992074,1.823315,1.282999,1.057127,2.166884,-2.41439,-0.979962,-0.874433,1.467342,0.037397,0.067804,-0.498878,-1.485873,-0.728898,-0.349115,-1.08761,-1.934879,1.69078,0.017178,-1.249797,-1.527849,-2.185395,0.474673
SunAmerica Focused StarALPHA A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.424282,-0.44879,-2.613657,1.874678,2.07975,-0.923933,-0.890354,0.59753,-2.140715,-1.306796,-0.120858,-0.802366,-2.125852,0.542615,2.30212,-0.52988,0.860253,-0.975452,-0.953676,2.656374,-1.395985,-3.257291,1.039468,1.049687,-1.071579
T. Rowe Price Blue Chip Growth,-0.58591,0.574399,-0.116517,-1.040389,-0.681916,1.094938,-0.510273,-0.612511,0.402289,0.698617,-1.080694,-0.34676,0.569326,-0.425785,0.433125,0.369823,0.520083,2.770897,0.190384,0.848062,-0.144927,-0.204928,0.781533,1.226894,-2.565687,0.249922,-0.480735,0.467659,0.901674,-0.195173,-0.555898,-0.593928,2.10586,0.579514,0.180028,0.403956,-1.027735,-0.30606,0.274504,-0.041572,-0.739651,-0.658827,0.158486,1.451953,0.215685,0.751181,-0.882329,-0.137132,0.486907,0.408035,0.529603,0.135987,-0.287284,-0.078353,-0.164317,-0.782716,-0.358334,-0.095749,0.08403,0.550823,-0.097456,0.211672,0.672692,-0.687716,0.197619,-0.253569,0.051935,-0.136711,0.716991,0.206086,0.131035,0.218307,0.220313,-1.435951,0.259832,0.064346,0.39403,0.339666,-0.254494,-0.377061,0.065642,0.713029,0.515587,0.043537,0.542074,-0.591459,-0.732079,0.030588,-0.318258,-0.105066,0.06504,-0.100927,0.242051,-0.971818,0.079666,0.322578,-0.309894,-0.092862,-0.132291,1.04775,0.043945,0.084231,-0.416813,0.423623,1.14837,-0.659961,-0.524868,0.155344,-0.978093,-1.959171,0.773666,0.440438,-0.894778,0.677213,0.860952,-0.328121,-1.241863,-0.219473,-1.263867,-0.20656,1.371723,1.81614,-0.384694,-0.422966,0.516988,-0.372728
T. Rowe Price Growth Stock,-1.162484,0.866809,-0.217326,-0.248702,-0.777834,0.812355,-0.557599,-0.617897,0.308604,0.354055,0.203133,0.388677,0.492011,0.301042,1.047655,0.215842,-0.436852,2.611246,0.991413,0.221813,-0.083674,1.360403,0.684825,1.473514,-0.749198,1.296072,-0.372268,0.797939,1.438527,-0.134207,0.234181,-0.296756,2.338932,0.502612,0.370996,1.006738,-1.506422,0.342844,-0.102831,0.242252,-0.50922,-0.565992,0.124747,1.690489,0.133476,0.6266,-0.89167,0.115945,0.686137,0.015469,0.403791,0.259654,-0.040993,0.147732,-0.247175,-0.452127,-0.076075,-0.678144,0.2745,0.849019,-0.305319,0.133414,0.401547,-0.355573,0.225617,-0.43162,-0.173825,-0.220253,0.718126,0.415496,0.767836,0.493623,0.374388,-0.975375,0.006698,0.098332,0.527387,0.347276,-0.34856,-0.218368,0.043562,0.812774,0.191703,0.373694,0.735327,-0.298912,-0.639626,-0.027379,0.265824,-0.027707,0.169792,0.427656,0.61658,-0.803751,0.003647,0.598141,-0.585094,0.018328,-0.121103,0.810643,-0.218393,0.138837,-0.943216,-0.557124,0.53668,-0.796973,-0.320078,-0.112675,-1.507147,-0.709826,-0.416289,1.08484,-0.467314,0.352073,-0.145069,-0.4343,-1.491395,-0.15623,-0.673502,0.171127,2.410557,1.183055,-0.296819,-1.463942,-0.838779,-0.335574
T. Rowe Price Instl Large Cap Core,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.019263,-0.195688,0.640025,0.296159,-0.044493,0.4574,-0.057314,-0.28313,-0.410936,-0.018191,-0.020737,-0.137082,0.073392,-0.167242,0.189281,0.132651,-0.889592,0.254889,-0.345421,-0.255994,0.377901,-0.14463,-0.401658,-0.473746,0.312414,0.224833,-0.213904,0.075012,-0.375351,-0.518415,0.071503,-0.577451,-0.22558,-0.182441,-0.080784,0.117416,-0.836762,0.222396,0.247451,-0.374152,0.05667,-0.167441,1.085195,0.034981,0.178523,-0.584626,0.559966,1.128428,-0.690846,-0.481911,0.127114,-0.969858,-1.929977,0.804455,0.460373,-0.94896,0.684059,0.83974,-0.272837,-1.282093,-0.135688,-1.414786,-0.128767,1.450419,1.81177,-0.350658,-0.405642,0.550947,-0.414183
